Date,Price,Open,High,Low,Vol.,Change 
10/18/2015,87.4464,89.5120,89.6340,87.2514,,-2.60
10/11/2015,89.7835,91.2318,91.6817,89.1140,,-1.35
10/04/2015,91.0084,88.1636,91.9434,88.1422,,3.55
09/27/2015,87.8914,88.4051,88.7473,86.7548,,-0.68
09/20/2015,88.4942,87.5457,88.5703,86.8222,,0.87
09/13/2015,87.7272,89.3131,89.8141,87.6065,,-1.35
09/06/2015,88.9268,88.0817,89.7125,87.8797,,0.49
08/30/2015,88.4894,88.7299,90.9707,87.6131,,-0.97
08/23/2015,89.3579,86.9499,89.7285,85.1001,,1.77
08/16/2015,87.8048,89.9955,90.2668,87.5527,,-2.82
08/09/2015,90.3553,90.6273,92.6283,90.2145,,-0.14
08/02/2015,90.4799,91.4864,91.6700,90.1331,,-1.42
07/26/2015,91.7827,92.9947,93.3647,91.6714,,-1.61
07/19/2015,93.2871,96.6571,97.0439,93.1880,,-4.39
07/12/2015,97.5677,98.8670,99.9822,97.1083,,-1.78
07/05/2015,99.3342,100.4651,100.4651,96.4849,,-2.48
06/28/2015,101.8648,100.9170,102.8037,100.2225,,0.72
06/21/2015,101.1317,99.5683,101.3652,99.1874,,1.30
06/14/2015,99.8353,100.4937,101.5336,99.4246,,-0.74
06/07/2015,100.5809,100.3952,103.4530,100.2130,,0.33
05/31/2015,100.2458,100.6221,102.0896,99.0768,,-0.69
05/24/2015,100.9465,102.6241,102.7858,99.5219,,-1.52
05/17/2015,102.5038,105.3272,105.9407,102.4707,,-2.70
05/10/2015,105.3453,104.0724,105.5269,103.1655,,1.20
05/03/2015,104.0993,103.3182,105.7063,102.8417,,0.68
04/26/2015,103.3993,101.5655,103.8027,101.1953,,1.78
04/19/2015,101.5906,102.1292,102.2825,100.2585,,-0.22
04/12/2015,101.8190,99.4687,102.5454,98.8937,,2.36
04/05/2015,99.4714,100.3874,101.4584,98.7224,,-0.23
03/29/2015,99.7050,99.1741,100.1160,98.0407,,0.34
03/22/2015,99.3652,99.1401,102.3192,98.9947,,-0.18
03/15/2015,99.5455,97.4758,99.7166,96.2058,,2.02
03/08/2015,97.5777,100.4514,101.0172,97.5530,,-3.17
03/01/2015,100.7694,103.4115,103.5126,100.3421,,-2.58
02/22/2015,103.4379,102.9734,103.8075,101.3657,,0.69
02/15/2015,102.7283,104.6844,104.7568,101.9971,,-1.67
02/08/2015,104.4720,103.1751,104.5215,101.1374,,1.78
02/01/2015,102.6488,100.0853,104.5795,99.8801,,1.79
01/25/2015,100.8413,100.6493,101.4659,98.2747,,-0.29
01/18/2015,101.1310,102.0419,102.9876,100.9507,,-2.11
01/11/2015,103.3062,103.4818,104.5985,99.9516,,-0.31
01/04/2015,103.6223,104.2101,104.4360,103.1933,,-0.23
